Name,CASHWMaxSAT-DisjCom-S6,CASHWMaxSAT-DisjCom-S9,UWrMaxSat-SCIP,EvalMaxSAT,CASHWMaxSAT-DisjCad-S6,CASHWMaxSAT-DisjCad-S9,EvalMaxSAT-SBVA,EvalMaxSAT-SBVA-saveCores,wmaxcdcl-openwbo1200,cgss_default,cgss_abst_cg,wmaxcdcl,Pacose,PacoseMP2,Exact,VBS
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
drmx-cryptogen_wt-geffe128_1.wcnf,2416.56,2716.6,9.5084,644.159,1918.75,1618.15,582.884,565.692,21.8671,146.795,147.247,FAILED,FAILED,FAILED,268.704,9.5084
drmx-cryptogen_wt-geffe128_2.wcnf,1230.78,1532.54,13.2801,605.698,1217.11,1517.46,599.926,599.911,86.68,11.8847,10.5102,FAILED,FAILED,FAILED,181.621,10.5102
drmx-cryptogen_wt-geffe128_3.wcnf,1261.1,1568.82,10.5642,681.859,1302.21,1602.07,698.444,698.091,250.082,76.4073,76.2577,FAILED,FAILED,FAILED,1166.28,10.5642
drmx-cryptogen_wt-geffe128_8.wcnf,1243.73,1548.21,55.9903,608.86,1950.66,1650.61,595.819,595.767,90.3555,15.9261,15.9977,FAILED,FAILED,FAILED,321.267,15.9261
drmx-cryptogen_wt-geffe128_9.wcnf,1256.99,2154.21,26.7765,604.717,1902.41,2202.24,610.423,612.4,114.303,90.3974,90.4445,FAILED,FAILED,FAILED,992.673,26.7765
drmx-cryptogen_wt-threshold128_0.wcnf,2080.36,2380.87,156.282,674.143,1923.57,1623.91,733.057,715.161,122.19,280.469,282.893,FAILED,FAILED,FAILED,2889.29,122.19
drmx-cryptogen_wt-threshold128_1.wcnf,1237.72,1537.74,48.4757,668.434,1522.09,1821.37,697.599,716.643,147.77,458.526,350.438,FAILED,FAILED,FAILED,1098.82,48.4757
drmx-cryptogen_wt-threshold128_2.wcnf,1319.03,1619.23,40.7739,663.109,1318.59,1618.73,596.795,599.888,46.4262,2884,2881.87,FAILED,FAILED,FAILED,296.299,40.7739
drmx-cryptogen_wt-threshold128_6.wcnf,1465.2,2339.43,104.119,666.01,2243.94,1943.18,605.099,605.561,155.24,87.1245,87.4331,FAILED,FAILED,FAILED,636.879,87.1245
drmx-cryptogen_wt-threshold128_8.wcnf,1397.96,1697.98,385.81,702.676,1912.51,2212.63,959.925,1041.27,575.754,67.8143,68.0427,FAILED,FAILED,FAILED,343.98,67.8143
drmx-cryptogen_wt-wolfram72_0.wcnf,1206.63,1548.23,6.6318,598.537,1310.75,1610.47,607.167,588.446,250.941,3.8699,3.0864,FAILED,FAILED,FAILED,674.254,3.0864
drmx-cryptogen_wt-wolfram72_1.wcnf,1236.92,1509.69,4.6533,605.043,1339.77,1607.89,605.068,606.117,205.806,11.9933,10.8587,FAILED,FAILED,FAILED,764.478,4.6533
drmx-cryptogen_wt-wolfram72_6.wcnf,1213.11,1518.92,15.6686,600.592,1351.29,1665.26,617.09,617.018,165.348,7.4922,7.5082,FAILED,FAILED,FAILED,655.832,7.4922
drmx-cryptogen_wt-wolfram80_7.wcnf,22.3223,25.755,8.415,200.003,75.4438,75.7041,206.84,208.164,277.775,10.7084,10.7481,FAILED,FAILED,FAILED,1214.04,8.415
drmx-cryptogen_wt-wolfram80_8.wcnf,15.6979,13.2889,69.2996,200.339,89.3608,88.9741,207.707,201.658,284.479,9.5265,9.6919,FAILED,FAILED,FAILED,2570.12,9.5265
frb_wt-frb10-6-1.wcnf,0.1989,0.1974,0.0097,4.1435,0.1951,0.1946,4.5427,8.472,0.0215,0.0042,0.0044,1.8432,0.012,2.2133,0.1428,0.0042
frb_wt-frb10-6-5.wcnf,0.4429,0.4544,0.0114,4.4959,0.4378,0.438,4.1828,4.5076,0.0282,0.0038,0.0037,1.8571,0.0134,2.2184,0.2767,0.0037
frb_wt-frb15-9-1.wcnf,0.7066,0.6585,0.027,10.4439,0.6568,0.6556,10.1871,10.1067,374.75,0.0606,0.0564,10.6742,0.1676,2.3305,194.715,0.027
frb_wt-frb15-9-4.wcnf,1.4178,1.4109,0.032,10.7855,1.4015,1.4004,10.414,10.0893,799.117,0.0173,0.0274,7.5551,0.1707,2.3384,49.8315,0.0173
frb_wt-frb20-11-1.wcnf,14.745,15.5466,0.0457,23.0467,13.5515,13.5257,21.2842,21.6133,1202.09,1.0934,1.4741,1720.79,0.6211,2.6313,FAILED,0.0457
frb_wt-frb20-11-2.wcnf,7.7625,7.2377,0.0611,20.9536,7.179,7.1666,21.2348,21.7861,1201.37,0.1049,0.0978,2610.28,0.3926,2.5734,3414.64,0.0611
frb_wt-frb20-11-3.wcnf,15.7422,17.5884,0.0554,45.9371,15.7348,15.6423,44.9864,50.1742,1220.78,5.5377,8.5431,819.301,0.2237,2.597,FAILED,0.0554
frb_wt-frb20-11-5.wcnf,7.9458,8.0852,0.0816,24.3208,7.4726,7.4892,22.7395,23.3728,1201.95,0.0328,0.0335,1352.94,0.4579,2.6086,1053.72,0.0328
frb_wt-frb25-13-2.wcnf,190.401,197.709,0.2443,208.977,184.336,184.339,202.292,200.29,FAILED,835.96,1187.13,FAILED,2.1769,4.6947,FAILED,0.2443
frb_wt-frb30-15-1.wcnf,1213.13,1512.4,8.8316,378.173,2078.76,2377.36,377.985,378.293,FAILED,245.042,348.298,FAILED,12.9374,14.6502,FAILED,8.8316
frb_wt-frb30-15-3.wcnf,1200.7,1500.69,0.8396,FAILED,1693.11,1998.57,FAILED,FAILED,1215.98,1.5449,0.6163,FAILED,19.2964,19.4645,FAILED,0.6163
frb_wt-frb35-17-2.wcnf,1823.21,2123.34,13.9608,FAILED,3058.47,3352.01,FAILED,FAILED,FAILED,1443.04,807.366,FAILED,276.394,321.366,FAILED,13.9608
frb_wt-frb35-17-3.wcnf,1222.17,2125.64,3.5175,1337.67,3275.58,2936.68,1558.79,FAILED,1315.7,1.0683,24.1145,FAILED,23.8941,30.1317,FAILED,1.0683
frb_wt-frb40-19-3.wcnf,2898.11,FAILED,2904.49,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,531.214,631.768,FAILED,531.214
frb_wt-frb40-19-4.wcnf,1372.84,1693.33,344.293,FAILED,3286.96,3597.96,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,237.899,206.721,FAILED,206.721
haplotyping-pedigrees_wt-ped2.B.recomb1-0.01-3.wcnf,17.095,15.6046,0.7787,20.7589,0.9399,0.943,39.9364,40.6307,0.275,0.599,0.5948,1.7612,1.3677,7.6573,10.2843,0.275
haplotyping-pedigrees_wt-ped2.G.recomb1-0.20-14.wcnf,12.6239,10.987,10.9298,158.435,15.8121,15.5428,362.8,378.307,22.2426,12.9149,13.1668,149.803,150.758,157.35,33.5821,10.9298
haplotyping-pedigrees_wt-ped2.G.recomb10-0.01-3.wcnf,618.386,919.097,18.0218,597.208,38.8962,38.9036,813.691,871.886,15.0761,35.1654,35.0947,1001.58,154.817,70.7131,25.5469,15.0761
haplotyping-pedigrees_wt-ped2.G.recomb10-0.10-8.wcnf,627.159,927.345,26.209,657.326,48.7686,48.7993,915.487,960.844,253.342,41.7677,41.6097,2052.7,194.55,123.358,33.6276,26.209
haplotyping-pedigrees_wt-ped2.G.recomb10-0.10-9.wcnf,625.553,925.548,23.4234,607.869,44.5752,44.5447,854.542,893.617,14.7644,48.4003,43.1784,979.529,178.692,113.425,25.8984,14.7644
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-12.wcnf,49.9252,40.8016,41.733,710.692,64.704,64.5024,954.846,978.229,249.302,61.9514,63.6781,FAILED,260.764,215.303,58.4335,40.8016
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-13.wcnf,67.9814,67.8092,71.3211,614.391,73.5323,73.3651,875.468,903.145,FAILED,63.5642,63.8733,FAILED,811.779,1159.42,FAILED,63.5642
haplotyping-pedigrees_wt-ped2.G.recomb5-0.01-3.wcnf,614.047,885.26,12.4461,444.915,24.2334,24.2593,663.279,695.788,9.8655,26.3451,21.8704,269.1,88.0051,59.7584,22.6996,9.8655
haplotyping-pedigrees_wt-ped2.G.recomb5-0.01-5.wcnf,610.867,910.124,8.7297,378.811,18.2199,18.1359,582.246,613.83,7.3135,15.7319,15.7057,74.1634,101.33,45.9011,21.8373,7.3135
haplotyping-pedigrees_wt-ped3.D.recomb10-0.20-15.wcnf,1210.3,1510.52,11.0224,491.504,1809.5,1509.5,504.343,563.884,10.3009,7.1788,4.0282,12.6982,12.1093,18.7867,108.938,4.0282
haplotyping-pedigrees_wt-ped3.F.recomb10-0.20-13.wcnf,603.383,904.07,2.5769,457.042,3.1457,3.151,502.15,511.901,10.4979,1.7809,1.7433,13.5413,15.6504,24.5893,8.8191,1.7433
haplotyping-pedigrees_wt-ped3.G.recomb10-0.01-1.wcnf,585.019,904.468,3.6508,747.19,612.824,911.921,805.753,850.872,8.3022,6.3629,6.25,401.076,18.497,15.1379,7.3493,3.6508
haplotyping-pedigrees_wt-ped3.G.recomb10-0.01-2.wcnf,2403.39,2703.52,2.6597,673.274,6.2938,6.3068,393.974,396.236,4.7925,4.4972,4.2971,134.726,24.6387,13.7494,5.3043,2.6597
haplotyping-pedigrees_wt-ped3.G.recomb10-0.10-9.wcnf,607.932,908.065,9.3398,770.993,14.0897,14.0305,485.082,541.583,11.3547,15.9829,15.1966,372.521,32.3132,33.0626,12.9844,9.3398
haplotyping-pedigrees_wt-ped3.G.recomb10-0.20-14.wcnf,609.409,909.299,11.3057,762.861,14.2713,14.2891,454.587,487.228,363.054,13.9592,9.7277,FAILED,39.8893,50.8811,25.8827,9.7277
IMLIB-depressed_81_48_16_1_7_5.wcnf,34.8597,34.607,0.2012,64.1333,39.913,39.9493,53.1253,53.9958,0.0446,0.1566,0.3382,3.0281,0.0764,1.1236,0.1257,0.0446
IMLIB-depressed_81_55_16_1_7_5.wcnf,225.294,224.078,0.2821,127.889,116.912,116.633,44.7416,44.7346,0.0744,0.1838,0.1646,2.9509,0.1301,1.1636,0.1312,0.0744
IMLIB-depressed_81_6_16_1_7_5.wcnf,13.1243,13.6363,0.1284,21.8181,15.2163,15.2478,23.0713,23.0719,0.0266,0.0563,0.0774,2.5405,0.0575,2.2008,0.1291,0.0266
IMLIB-depressed_81_60_16_1_7_5.wcnf,12.5016,11.9361,0.1199,21.1203,21.0652,21.0711,22.126,22.2993,0.0255,0.0441,0.0449,0.309,0.0426,2.1576,0.1161,0.0255
IMLIB-depressed_81_61_16_1_7_5.wcnf,48.2032,96.4844,0.1784,117.764,52.5036,52.4905,44.4243,44.4992,0.0425,0.1384,0.1364,2.9962,0.0669,1.1445,0.1712,0.0425
IMLIB-depressed_81_62_16_1_7_5.wcnf,8.636,8.6207,0.1303,21.6586,17.1122,17.1323,24.7499,24.7613,0.0265,0.0564,0.066,2.5006,0.0525,2.1594,0.1238,0.0265
IMLIB-depressed_81_7_16_1_7_5.wcnf,429.292,429.099,0.2577,424.418,364.469,364.594,213.71,213.688,0.1198,0.3409,0.3387,2.9189,0.1114,1.1667,0.2195,0.1114
IMLIB-ionosphere_40_11_8_2_2_5.wcnf,0.5503,0.5531,0.0337,20.1945,0.5492,0.5466,20.2644,20.2595,0.0133,0.0103,0.0103,3.2861,0.0126,1.0305,0.0316,0.0103
IMLIB-pima_44_13_16_1_6_5.wcnf,22.0013,22.0113,0.1452,42.178,44.5859,44.5462,39.8807,39.4443,0.0316,0.12,0.1183,1.906,0.0613,2.1443,0.0873,0.0316
IMLIB-pima_44_24_16_1_6_5.wcnf,51.1626,51.6858,0.161,61.653,76.3587,76.5153,38.0064,38.0181,0.0288,0.1688,0.1723,1.7392,0.0445,2.1503,0.1019,0.0288
IMLIB-pima_44_27_16_1_6_5.wcnf,22.0982,22.1853,0.085,34.1112,10.5166,10.5358,24.734,24.8798,0.0214,0.0486,0.048,0.1581,0.0522,2.1601,0.0823,0.0214
IMLIB-pima_44_4_16_1_6_5.wcnf,16.7704,16.7293,0.1271,47.1116,57.4837,57.4445,37.0762,38.644,0.0362,0.168,0.1675,1.8671,0.0925,2.1479,0.0831,0.0362
IMLIB-pima_44_42_15_1_6_5.wcnf,46.048,46.195,0.1048,48.3607,211.869,211.905,79.0626,78.5796,0.0262,0.0868,0.083,1.9435,0.0673,2.1717,0.0877,0.0262
IMLIB-transfusion_85_7_8_1_2_5.wcnf,5.3677,5.535,0.0149,9.9492,2.9166,2.9186,8.1129,8.2757,0.0124,0.0066,0.0066,1.1379,0.0149,1.0897,0.0243,0.0066
IMLIB-transfusion_85_8_8_1_2_5.wcnf,1.0162,1.0065,0.02,7.7059,1.4802,1.4837,7.1005,7.1811,0.0114,0.0096,0.0096,0.0207,0.0097,2.1723,0.0178,0.0096
IMLIB-wdbc_32_16_16_1_2_5.wcnf,9.9176,9.9349,0.0743,20.503,7.9892,7.9812,20.8615,20.8651,0.0179,0.0253,0.0254,0.1943,0.0216,2.1672,0.0619,0.0179
judgment-aggregation-ja-kemeny-preflib-00043-00000180.wcnf,287.814,288.597,315.722,416.448,624.915,625.362,443.104,442.425,1734.71,FAILED,FAILED,765.302,FAILED,FAILED,FAILED,287.814
judgment-aggregation-ja-kemeny-preflib-00049-00000107.wcnf,8.8519,8.8752,410.141,190.014,10.8688,10.8763,184.49,191.435,1383.62,FAILED,FAILED,183.518,FAILED,FAILED,FAILED,8.8519
judgment-aggregation-ja-kemeny-preflib-00049-00000287.wcnf,144.793,144.602,576.129,341.697,148.403,148.604,359.282,358.468,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,144.602
judgment-aggregation-ja-kemeny-preflib-00049-00000300.wcnf,444.332,399.002,775.493,FAILED,580.07,578.528,524.31,511.268,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,399.002
judgment-aggregation-ja-kemeny-preflib-00049-00000334.wcnf,262.536,261.884,616.034,404.377,221.829,221.532,424.567,429.188,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,221.532
judgment-aggregation-ja-kemeny-preflib-00049-00000353.wcnf,262.627,262.7,571.659,409.507,97.9984,97.7089,371.659,373.612,1753.62,FAILED,FAILED,560.469,FAILED,FAILED,FAILED,97.7089
judgment-aggregation-ja-kemeny-preflib-00049-00000377.wcnf,310.392,297.307,615.456,509.609,300.542,297.781,547.035,558.972,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,297.307
judgment-aggregation-ja-kemeny-preflib-00049-00000405.wcnf,3.4773,3.5802,399.812,184.663,4.3775,4.3822,184.047,184.057,1257.86,FAILED,FAILED,39.3706,FAILED,FAILED,FAILED,3.4773
judgment-aggregation-ja-kemeny-preflib-00049-00000451.wcnf,742.04,708.947,1028.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,708.947
judgment-aggregation-ja-kemeny-preflib-00049-00000454.wcnf,1598.3,1565.88,2714.88,FAILED,2191.32,1852.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1565.88
judgment-aggregation-ja-kemeny-preflib-00049-00000468.wcnf,159.195,156.841,555.771,400.395,156.013,156.276,334.291,333.976,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,156.013
judgment-aggregation-ja-kemeny-preflib-00049-00000614.wcnf,81.0262,85.9515,489.46,281.997,101.178,101.224,261.672,261.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,81.0262
judgment-aggregation-ja-kemeny-preflib-00051-00000007.wcnf,329.175,328.568,805.151,337.128,FAILED,FAILED,306.855,334.195,3561.6,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,306.855
judgment-aggregation-ja-kemeny-preflib-00051-00000009.wcnf,182.053,180.589,847.781,327.508,1663.01,1664.21,345.476,347.309,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,180.589
judgment-aggregation-ja-kemeny-preflib-00051-00000011.wcnf,837.83,884.09,1592.21,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,837.83
lisbon-wedding_wt-lisbon-wedding-1-18.wcnf,809.306,1123.66,2974.42,731.103,827.725,1124.3,635.955,649.766,585.829,233.724,257.498,FAILED,FAILED,3079.58,FAILED,233.724
lisbon-wedding_wt-lisbon-wedding-1-19.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-10-17.wcnf,872.79,1176.29,179.055,721.208,FAILED,FAILED,717.6,666.31,777.614,726.031,134.963,FAILED,FAILED,FAILED,FAILED,134.963
lisbon-wedding_wt-lisbon-wedding-10-18.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-3-18.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-4-17.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-4-18.wcnf,617.3,915.225,13.9766,605.882,645.256,939.934,613.431,613.933,140.416,22.6253,24.3582,2239.44,613.039,3137.91,FAILED,13.9766
lisbon-wedding_wt-lisbon-wedding-5-17.wcnf,643.767,949.524,23.2858,612.333,637.063,938.661,624.499,625.955,485.724,58.9528,60.9948,1486.09,272.399,FAILED,FAILED,23.2858
lisbon-wedding_wt-lisbon-wedding-5-19.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1844.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1844.56
lisbon-wedding_wt-lisbon-wedding-6-19.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-7-18.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-7-19.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-8-17.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
lisbon-wedding_wt-lisbon-wedding-9-17.wcnf,1307.68,1546.02,1761.22,1203.85,FAILED,FAILED,948.056,857.7,FAILED,FAILED,2678.56,FAILED,FAILED,FAILED,FAILED,857.7
lisbon-wedding_wt-lisbon-wedding-9-18.wcnf,1543.38,1842.8,1482.54,850.189,FAILED,FAILED,1001.28,1089.11,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,850.189
max-realizability_wt-power-distribution_1_7.wcnf,607.568,907.488,6.0488,430.94,606.411,906.465,438.703,438.681,17.666,5.4568,5.4597,21.8411,6.5512,36.1822,17.293,5.4568
max-realizability_wt-power-distribution_10_3.wcnf,600.281,900.105,0.1538,411.697,600.288,900.24,416.166,416.378,0.1024,0.1019,0.1065,2.3245,0.2133,2.3226,0.4298,0.1019
max-realizability_wt-power-distribution_10_5.wcnf,628.705,925.101,13.8833,491.282,604.433,904.432,512.568,515.592,32.1543,29.2102,20.7712,139.906,13.7292,22.5976,192.836,13.7292
max-realizability_wt-power-distribution_10_7.wcnf,FAILED,FAILED,FAILED,3375.96,819.13,1119.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3292.74,3492.47,FAILED,819.13
max-realizability_wt-power-distribution_11_5.wcnf,638.676,934.121,33.3552,518.538,611.86,911.865,569.053,562.028,71.8102,52.3858,42.7596,147.907,26.2442,39.1957,1043.74,26.2442
max-realizability_wt-power-distribution_11_6.wcnf,1878.43,2175.8,2637.1,865.391,639.695,939.627,1269.03,1266.83,FAILED,1757.95,2011.98,2807.33,277.749,569.058,FAILED,277.749
max-realizability_wt-power-distribution_11_7.wcnf,FAILED,FAILED,FAILED,2756.17,1483.23,1781.98,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1483.23
max-realizability_wt-power-distribution_12_7.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
max-realizability_wt-power-distribution_2_2.wcnf,1.6047,1.7883,0.0633,23.3085,9.4894,9.5134,19.8486,20.1851,0.0202,0.0211,0.0208,0.5004,0.0216,4.3749,0.0391,0.0202
max-realizability_wt-power-distribution_3_7.wcnf,600.704,900.831,0.7107,421.509,601.5,900.97,467.162,466.595,1.381,0.5818,0.5575,2.4645,0.8789,3.9903,1.1974,0.5575
max-realizability_wt-power-distribution_3_8.wcnf,602.279,901.951,2.0026,423.908,602.125,902.011,501.7,494.042,3.4006,1.8754,1.9152,4.1742,1.6985,5.3018,5.2543,1.6985
max-realizability_wt-power-distribution_4_4.wcnf,602.158,902.089,2.041,428.28,601.091,900.999,603.032,609.142,0.2292,0.3712,0.3565,7.0157,0.5376,21.6731,0.8374,0.2292
max-realizability_wt-power-distribution_8_2.wcnf,3.991,4.1681,0.0825,21.3469,12.1657,12.178,19.639,18.9633,0.0251,0.031,0.0311,1.1912,0.0285,5.6068,0.0499,0.0251
max-realizability_wt-power-distribution_9_4.wcnf,578.906,900.417,0.1347,410.221,600.228,900.315,410.245,410.286,0.1993,0.1205,0.1215,2.0252,0.1566,2.3508,0.3474,0.1205
max-realizability_wt-power-distribution_9_5.wcnf,580.168,900.83,1.891,415.231,601.562,903.543,417.83,417.688,3.653,1.2616,1.3381,12.4553,1.4125,3.7877,4.5435,1.2616
MaxSATQueriesinInterpretableClassifiers_wt-adult_test_2_CNF_2_5.wcnf,0.048,0.0475,0.0458,180.119,0.0801,0.0807,180.823,180.813,7.4703,0.0616,0.0612,0.0212,0.1671,0.0995,0.1034,0.0212
MaxSATQueriesinInterpretableClassifiers_wt-compas_train_2_CNF_3_15.wcnf,753.806,1048.75,FAILED,771.036,1415.4,1929.9,721.214,963.849,FAILED,279.803,256.713,FAILED,FAILED,FAILED,FAILED,256.713
MaxSATQueriesinInterpretableClassifiers_wt-heart_train_1_CNF_3_5.wcnf,1051.78,1481.66,1469.99,1024.96,1461.58,1755.71,1453.25,1134.04,1311.97,352.004,294.375,114.702,FAILED,FAILED,FAILED,114.702
MaxSATQueriesinInterpretableClassifiers_wt-heart_train_8_CNF_2_5.wcnf,202.576,203.448,0.7839,458.503,196.909,196.662,230.199,226.253,29.1136,2.008,1.0957,3.7462,38.9417,30.6739,64.4322,0.7839
MaxSATQueriesinInterpretableClassifiers_wt-ilpd_test_9_DNF_2_15.wcnf,0.006,0.0066,0.0049,3.0982,0.0064,0.0064,0.0105,0.0092,0.0099,0.0016,0.0016,0.001,0.0033,0.0032,0.0043,0.001
MaxSATQueriesinInterpretableClassifiers_wt-ionosphere_test_3_CNF_3_15.wcnf,0.0069,0.0068,0.0061,5.5292,0.011,0.011,5.4265,5.3275,0.0111,0.0034,0.0034,0.0018,0.0048,0.0058,0.0067,0.0018
MaxSATQueriesinInterpretableClassifiers_wt-ionosphere_test_3_CNF_5_15.wcnf,0.0079,0.0079,0.0072,5.9306,0.0146,0.0146,6.2476,6.025,0.0125,0.0048,0.0048,0.0022,0.0064,0.008,0.0091,0.0022
MaxSATQueriesinInterpretableClassifiers_wt-ionosphere_test_5_CNF_3_5.wcnf,0.0068,0.0069,0.0064,5.8994,0.011,0.011,5.7375,5.8739,0.0108,0.0033,0.0035,0.0017,0.0047,0.0058,0.0066,0.0017
MaxSATQueriesinInterpretableClassifiers_wt-ionosphere_test_9_DNF_1_15.wcnf,0.0059,0.0062,0.0055,5.9082,0.0076,0.0076,0.0106,0.0106,0.0099,0.0022,0.0023,0.0012,0.004,0.0039,0.0045,0.0012
